step,time,x,y,z,vx,vy,vz,roll,pitch,yaw,yaw_rate,desired_vx_body,desired_vy_body,desired_yaw_rate,desired_altitude,goal_distance,signed_clearance,motor_m1,motor_m2,motor_m3,motor_m4
0.0,2.048,5.607341719700365e-18,-4.843903773379661e-19,0.014980373728171662,0.0,0.0,0.0,0.0,0.0,0.0,-4.1286478715180093e-17,0.0,0.0,0.0,1.0,2.594275171245466,0.9493337494797257,211.9171160078948,211.9171160078948,211.9171160078948,211.9171160078948
1.0,2.08,6.333980967010343e-18,-3.1053877149950414e-19,0.014980379898612638,2.2707476478436777e-17,5.4328626824519306e-18,1.9282628049626852e-07,0.0,0.0,0.0,-1.6217389882804288e-17,0.0,0.0,0.0,1.0,2.594275168902613,0.9493337494797257,58.165401516302175,58.165401516302175,58.165401516302175,58.165401516302175
2.0,2.112,7.260378774178084e-18,-1.6758540445324225e-19,0.014980390830822043,2.894993147399189e-17,4.4672927201956804e-18,3.4163154390923874e-07,0.0,0.0,0.0,4.579228496920848e-18,0.0,0.0,0.0,1.0,2.5942751647517652,0.9493337494797257,58.32300380042085,58.32300380042085,58.32300380042085,58.32300380042085
3.0,2.144,7.228038628765469e-18,-6.728491708743801e-19,0.014980407931879929,-1.0106295441442155e-18,-1.5789492700660544e-17,5.34408058929479e-07,0.0,0.0,0.0,-7.689663519048699e-17,0.0,0.0,0.0,1.0,2.59427515825867,0.9493337494797257,58.48060580025859,58.48060580025859,58.48060580025859,58.48060580025859
4.0,2.176,6.8728018150373635e-18,-1.1501084691835012e-18,0.014980432327422535,-1.1101150429003287e-17,-1.4914353072160023e-17,7.623607064643344e-07,0.0,0.0,0.0,-1.6244194883680248e-16,0.0,0.0,0.0,1.0,2.594275148995933,0.9493337494797257,58.63820754736754,58.63820754736754,58.63820754736754,58.63820754736754
5.0,2.208,5.97117483900476e-18,-1.230296158120123e-18,0.01498046491793687,-2.8175843001018835e-17,-2.505865279269427e-18,1.0184535729411233e-06,0.0,0.0,0.0,9.741565709706276e-18,0.0,0.0,0.0,1.0,2.5942751366216505,0.9493337494797257,58.795809066611184,58.795809066611184,58.795809066611184,58.795809066611184
6.0,2.24,6.949832551588642e-18,-1.2668488350803694e-18,0.014980506423794941,3.0583053518246293e-17,-1.1422711550077004e-18,1.2970580647400111e-06,0.0,0.0,0.0,-4.176853661464386e-17,0.0,0.0,0.0,1.0,2.5942751208623043,0.9493337494797257,58.95341037750237,58.95341037750236,58.95341037750236,58.95341037750237
7.0,2.2720000000000002,6.217586556598497e-18,-1.2037070877360104e-18,0.014980557421280285,-2.2882687343442016e-17,1.9731796045112167e-18,1.5936714170008088e-06,0.0,0.0,0.0,4.190636380403529e-17,0.0,0.0,0.0,1.0,2.5942751014990857,0.9493337494797257,59.11101149527332,59.11101149527333,59.11101149527333,59.11101149527332
8.0,2.3040000000000003,5.692444943144975e-18,-1.7771366676406305e-18,0.014980618371408476,-1.641067542042254e-17,-1.7919674372019363e-17,1.90469150597016e-06,0.0,0.0,0.0,-1.1497100598136545e-17,0.0,0.0,0.0,1.0,2.5942750783569526,0.9493337494797257,59.26861243173216,59.26861243173216,59.26861243173216,59.26861243173216
9.0,2.336,6.6008246194097195e-18,-2.0183446182663964e-18,0.014980689642982967,2.8386864883273634e-17,-7.537748457055281e-18,2.2272367028475005e-06,0.0,0.0,0.0,-3.1805020828677275e-17,0.0,0.0,0.0,1.0,2.5942750512958748,0.9493337494797257,59.426213195947575,59.426213195947575,59.426213195947575,59.426213195947575
